;Unnamed: 0.2;Unnamed: 0.1;Unnamed: 0;FILE_PATH;ORIG_CLASSES;CANNY_SSIM;CANNY_CLASSES;CANNY_EDGE_RATIO;CANNY_EDGE_INTENSITY;ROTATION_SSIM;ROTATION_CLASSES;BRIGHTNESS_SSIM;BRIGHTNESS_CLASSES;GAUSSIAN_SSIM;GAUSSIAN_CLASSES;BLUR_SSIM;BLUR_CLASSES;ORIGINAL_CLASS_LABEL;ORIGINAL_CONFIDENCE;CANNY_CLASS_LABEL;CANNY_CONFIDENCE;ROTATION_CLASS_LABEL;ROTATION_CONFIDENCE;BRIGHTNESS_CLASS_LABEL;BRIGHTNESS_CONFIDENCE;GAUSSIAN_CLASS_LABEL;GAUSSIAN_CONFIDENCE;BLUR_CLASS_LABEL;BLUR_CONFIDENCE
39;39;39;39;imagenette2/train/n01440764/n01440764_9568.JPEG;[['tench', 'n01440764', 70.63426971435547], ['barracouta', 'n02514041', 6.667694449424744], ['gar', 'n02641379', 5.143100768327713], ['sturgeon', 'n02640242', 4.70733679831028], ['armadillo', 'n02454379', 1.0372573509812355]];0.6014123408356942;[['spider_web', 'n04275548', 41.9447124004364], ['bubble', 'n09229709', 14.424465596675873], ['fountain', 'n03388043', 5.869687721133232], ['cowboy_hat', 'n03124170', 3.1408842653036118], ['sombrero', 'n04259630', 2.257581800222397]];0.05858288770053476;255.0;17.90706704510122;[['barracouta', 'n02514041', 65.9358024597168], ['tench', 'n01440764', 21.957097947597504], ['armadillo', 'n02454379', 3.7609897553920746], ['gar', 'n02641379', 2.2506222128868103], ['sturgeon', 'n02640242', 0.8562508039176464]];69.74763139231031;[['tench', 'n01440764', 77.40119099617004], ['barracouta', 'n02514041', 9.088896214962006], ['goldfish', 'n01443537', 4.776529967784882], ['gar', 'n02641379', 2.239415980875492], ['sturgeon', 'n02640242', 1.4891643077135086]];35.0977633913116;[['tench', 'n01440764', 38.32428455352783], ['armadillo', 'n02454379', 22.529080510139465], ['triceratops', 'n01704323', 18.75496208667755], ['barracouta', 'n02514041', 8.80231186747551], ['common_iguana', 'n01677366', 1.21003407984972]];81.70665820958547;[['tench', 'n01440764', 76.88781023025513], ['barracouta', 'n02514041', 14.522311091423035], ['gar', 'n02641379', 5.410477891564369], ['sturgeon', 'n02640242', 1.3988207094371319], ['reel', 'n04067472', 0.2433128422126174]];n01440764;70.63426971435547;n04275548;41.9447124004364;n02514041;65.9358024597168;n01440764;77.40119099617004;n01440764;38.32428455352783;n01440764;76.88781023025513
40;40;40;40;imagenette2/train/n01440764/n01440764_9567.JPEG;[['tench', 'n01440764', 99.9951720237732], ['barracouta', 'n02514041', 0.001869106199592352], ['coho', 'n02536864', 0.0008236126632255036], ['jackfruit', 'n07754684', 0.0002890176801884081], ['mountain_tent', 'n03792972', 0.0001296073946832621]];0.5776249473477144;[['window_screen', 'n04589890', 47.772401571273804], ['chainlink_fence', 'n03000134', 27.473488450050354], ['spider_web', 'n04275548', 17.605535686016083], ['shower_curtain', 'n04209239', 1.6523726284503937], ['chain', 'n02999410', 1.5074408613145351]];0.1142125;255.0;8.766807126855491;[['tench', 'n01440764', 98.14914464950562], ['mountain_tent', 'n03792972', 0.25794028770178556], ['barracouta', 'n02514041', 0.19833119586110115], ['sleeping_bag', 'n04235860', 0.14042726252228022], ['shield', 'n04192698', 0.11928743915632367]];64.52398915447559;[['tench', 'n01440764', 99.95276927947998], ['jackfruit', 'n07754684', 0.019643620180431753], ['barracouta', 'n02514041', 0.015315883501898497], ['sleeping_bag', 'n04235860', 0.000740904988560942], ['kimono', 'n03617480', 0.0006662833584414329]];48.21902664877534;[['tench', 'n01440764', 99.91434812545776], ['jackfruit', 'n07754684', 0.024783125263638794], ['coho', 'n02536864', 0.0208099780138582], ['barracouta', 'n02514041', 0.020643367315642536], ['sturgeon', 'n02640242', 0.0038452948501799256]];81.56486090037781;[['tench', 'n01440764', 99.99258518218994], ['barracouta', 'n02514041', 0.004164003985351883], ['coho', 'n02536864', 0.000607654783379985], ['lakeside', 'n09332890', 0.00032435614230053034], ['sturgeon', 'n02640242', 0.000217311594497005]];n01440764;99.9951720237732;n04589890;47.772401571273804;n01440764;98.14914464950562;n01440764;99.95276927947998;n01440764;99.91434812545776;n01440764;99.99258518218994
41;41;41;41;imagenette2/train/n01440764/n01440764_9563.JPEG;[['tench', 'n01440764', 97.51825332641602], ['barracouta', 'n02514041', 1.8363326787948608], ['gar', 'n02641379', 0.48316256143152714], ['sturgeon', 'n02640242', 0.10430624242872], ['coho', 'n02536864', 0.054765958338975906]];1.1284802180557505;[['spider_web', 'n04275548', 55.11344075202942], ['abaya', 'n02667093', 13.419479131698608], ['lipstick', 'n03676483', 5.659390985965729], ['gown', 'n03450230', 3.226931020617485], ['maillot', 'n03710721', 1.645621843636036]];0.07527433628318585;255.0;13.509202099265844;[['gar', 'n02641379', 71.33484482765198], ['barracouta', 'n02514041', 10.803506523370743], ['coho', 'n02536864', 8.104172348976135], ['tench', 'n01440764', 2.17483788728714], ['sturgeon', 'n02640242', 1.64552703499794]];68.42993584316481;[['tench', 'n01440764', 83.17462801933289], ['barracouta', 'n02514041', 12.543940544128418], ['gar', 'n02641379', 3.9050642400979996], ['sturgeon', 'n02640242', 0.20523902494460344], ['coho', 'n02536864', 0.14207519125193357]];43.6391706402715;[['tench', 'n01440764', 89.5075261592865], ['barracouta', 'n02514041', 6.783340126276016], ['gar', 'n02641379', 2.151349186897278], ['coho', 'n02536864', 0.9885041043162346], ['sturgeon', 'n02640242', 0.46885106712579727]];77.73846807339915;[['tench', 'n01440764', 87.74595260620117], ['barracouta', 'n02514041', 9.660042822360992], ['gar', 'n02641379', 1.63214523345232], ['sturgeon', 'n02640242', 0.4780679941177368], ['coho', 'n02536864', 0.4748291801661253]];n01440764;97.51825332641602;n04275548;55.11344075202942;n02641379;71.33484482765198;n01440764;83.17462801933289;n01440764;89.5075261592865;n01440764;87.74595260620117
42;42;42;42;imagenette2/train/n01440764/n01440764_9543.JPEG;[['tench', 'n01440764', 57.34438896179199], ['barracouta', 'n02514041', 25.76228678226471], ['coho', 'n02536864', 8.497672528028488], ['sturgeon', 'n02640242', 5.193309858441353], ['gar', 'n02641379', 2.220277115702629]];0.7926579953594401;[['spider_web', 'n04275548', 60.72138547897339], ['padlock', 'n03874599', 21.580354869365692], ['chainlink_fence', 'n03000134', 2.243245206773281], ['sweatshirt', 'n04370456', 1.3459607027471066], ['quilt', 'n04033995', 1.2554304674267769]];0.045042553191489365;255.0;18.147984793287723;[['sleeping_bag', 'n04235860', 43.16330552101135], ['mosquito_net', 'n03788365', 8.432915061712265], ['envelope', 'n03291819', 6.6474199295043945], ['book_jacket', 'n07248320', 5.976088717579842], ['quill', 'n04033901', 4.469029605388641]];65.89958524032582;[['tench', 'n01440764', 57.92584419250488], ['barracouta', 'n02514041', 21.906429529190063], ['sturgeon', 'n02640242', 4.384336620569229], ['gar', 'n02641379', 3.642363101243973], ['ear', 'n13133613', 1.3005837798118591]];32.968499534177994;[['cowboy_hat', 'n03124170', 35.58925986289978], ['barracouta', 'n02514041', 9.862208366394043], ['reel', 'n04067472', 7.0685312151908875], ['coho', 'n02536864', 5.845539644360542], ['water_buffalo', 'n02408429', 5.153322592377663]];92.69995582095773;[['tench', 'n01440764', 29.575449228286743], ['barracouta', 'n02514041', 22.31048345565796], ['sturgeon', 'n02640242', 18.949833512306213], ['coho', 'n02536864', 6.969021260738373], ['canoe', 'n02951358', 3.004816919565201]];n01440764;57.34438896179199;n04275548;60.72138547897339;n04235860;43.16330552101135;n01440764;57.92584419250488;n03124170;35.58925986289978;n01440764;29.575449228286743
43;43;43;43;imagenette2/train/n01440764/n01440764_9533.JPEG;[['tench', 'n01440764', 97.75492548942566], ['barracouta', 'n02514041', 2.0799364894628525], ['coho', 'n02536864', 0.08421388920396566], ['sturgeon', 'n02640242', 0.047487011761404574], ['eel', 'n02526121', 0.011788851406890899]];1.061795790379233;[['web_site', 'n06359193', 21.05892300605774], ['bubble', 'n09229709', 5.632908269762993], ['stopwatch', 'n04328186', 4.554326459765434], ['analog_clock', 'n02708093', 4.246459528803825], ['book_jacket', 'n07248320', 4.060105979442596]];0.017782493368700265;255.0;35.9502756580646;[['tench', 'n01440764', 81.20267391204834], ['barracouta', 'n02514041', 12.581203877925873], ['coho', 'n02536864', 4.224895313382149], ['sturgeon', 'n02640242', 0.8977658115327358], ['eel', 'n02526121', 0.4799468442797661]];61.94097533676831;[['tench', 'n01440764', 85.91919541358948], ['barracouta', 'n02514041', 13.648848235607147], ['coho', 'n02536864', 0.32885801047086716], ['sturgeon', 'n02640242', 0.06344961584545672], ['gar', 'n02641379', 0.016474229050800204]];20.826541815525268;[['tench', 'n01440764', 99.08428192138672], ['armadillo', 'n02454379', 0.46381261199712753], ['barracouta', 'n02514041', 0.324592599645257], ['coho', 'n02536864', 0.037868734216317534], ['sturgeon', 'n02640242', 0.02335560566280037]];93.8866319583266;[['tench', 'n01440764', 97.60280847549438], ['barracouta', 'n02514041', 2.2948160767555237], ['sturgeon', 'n02640242', 0.03783648426178843], ['coho', 'n02536864', 0.025318944244645536], ['eel', 'n02526121', 0.017772868159227073]];n01440764;97.75492548942566;n06359193;21.05892300605774;n01440764;81.20267391204834;n01440764;85.91919541358948;n01440764;99.08428192138672;n01440764;97.60280847549438
44;44;44;44;imagenette2/train/n01440764/n01440764_9523.JPEG;[['tench', 'n01440764', 99.82088804244995], ['barracouta', 'n02514041', 0.12575684813782573], ['electric_ray', 'n01496331', 0.01623386488063261], ['hippopotamus', 'n02398521', 0.009120218601310626], ['triceratops', 'n01704323', 0.006679235229967162]];0.8155939094638208;[['spider_web', 'n04275548', 88.87404799461365], ['envelope', 'n03291819', 1.6616670414805412], ['padlock', 'n03874599', 1.4749984256923199], ['lipstick', 'n03676483', 1.2440256774425507], ['lens_cap', 'n03657121', 1.0709711350500584]];0.0615545515394913;255.0;13.84842947636338;[['totem_pole', 'n04458633', 34.222862124443054], ['tench', 'n01440764', 15.647104382514954], ['barracouta', 'n02514041', 10.051508992910385], ['projectile', 'n04008634', 4.214953258633614], ['bannister', 'n02788148', 4.1195347905159]];63.47082127691831;[['tench', 'n01440764', 97.77225255966187], ['triceratops', 'n01704323', 1.2757766991853714], ['electric_ray', 'n01496331', 0.14849096769466996], ['hippopotamus', 'n02398521', 0.13505332171916962], ['barracouta', 'n02514041', 0.078424351522699]];37.60159529784828;[['tench', 'n01440764', 96.58335447311401], ['triceratops', 'n01704323', 1.368115283548832], ['barracouta', 'n02514041', 0.8586433716118336], ['hippopotamus', 'n02398521', 0.17679224256426096], ['loggerhead', 'n01664065', 0.07922669756226242]];88.02847876487418;[['tench', 'n01440764', 99.86395239830017], ['barracouta', 'n02514041', 0.1060600159689784], ['electric_ray', 'n01496331', 0.007290951180038974], ['triceratops', 'n01704323', 0.004485558383748867], ['hippopotamus', 'n02398521', 0.002531931568228174]];n01440764;99.82088804244995;n04275548;88.87404799461365;n04458633;34.222862124443054;n01440764;97.77225255966187;n01440764;96.58335447311401;n01440764;99.86395239830017
45;45;45;45;imagenette2/train/n01440764/n01440764_9518.JPEG;[['tench', 'n01440764', 99.96302127838135], ['barracouta', 'n02514041', 0.03361967683304101], ['gar', 'n02641379', 0.0013213243619247805], ['sturgeon', 'n02640242', 0.000577457603867515], ['coho', 'n02536864', 0.0003558331854947028]];0.4818655889878581;[['comic_book', 'n06596364', 23.2288658618927], ['sweatshirt', 'n04370456', 20.393812656402588], ['book_jacket', 'n07248320', 11.218945682048798], ['binoculars', 'n02841315', 9.057997167110443], ['gasmask', 'n03424325', 6.447728723287582]];0.09185994800218938;255.0;11.34447612448168;[['tench', 'n01440764', 99.9423623085022], ['barracouta', 'n02514041', 0.023625635367352515], ['jackfruit', 'n07754684', 0.016249404870904982], ['eel', 'n02526121', 0.0027397682060836814], ['platypus', 'n01873310', 0.00112372026705998]];62.119635418156136;[['tench', 'n01440764', 99.94378685951233], ['barracouta', 'n02514041', 0.01812478876672685], ['gar', 'n02641379', 0.008373998571187258], ['sturgeon', 'n02640242', 0.0019818869986920618], ['eel', 'n02526121', 0.0013582302017312031]];43.68489725828499;[['tench', 'n01440764', 99.97360110282898], ['barracouta', 'n02514041', 0.018415439990349114], ['coho', 'n02536864', 0.004152927431277931], ['gar', 'n02641379', 0.00158925886353245], ['sturgeon', 'n02640242', 0.0006813962500018533]];85.84635488233245;[['tench', 'n01440764', 99.95496869087219], ['barracouta', 'n02514041', 0.038211411447264254], ['gar', 'n02641379', 0.0025501043637632392], ['sturgeon', 'n02640242', 0.0013609690540761221], ['coho', 'n02536864', 0.0011246961548749823]];n01440764;99.96302127838135;n06596364;23.2288658618927;n01440764;99.9423623085022;n01440764;99.94378685951233;n01440764;99.97360110282898;n01440764;99.95496869087219
46;46;46;46;imagenette2/train/n01440764/n01440764_9504.JPEG;[['tench', 'n01440764', 99.96106028556824], ['barracouta', 'n02514041', 0.00488606165163219], ['reel', 'n04067472', 0.004600210741045885], ['ear', 'n13133613', 0.0039728292904328555], ['gar', 'n02641379', 0.0035531873436411843]];1.0904288721935778;[['spider_web', 'n04275548', 76.71502232551575], ['padlock', 'n03874599', 5.632201582193375], ['chainlink_fence', 'n03000134', 4.762187972664833], ['chain', 'n02999410', 1.280722301453352], ['comic_book', 'n06596364', 1.0288733057677746]];0.10987276415268302;255.0;10.528656064087972;[['tench', 'n01440764', 40.32633304595947], ['ear', 'n13133613', 8.740660548210144], ['corn', 'n12144580', 6.6865235567092896], ['jackfruit', 'n07754684', 3.7420958280563354], ['guillotine', 'n03467068', 2.0405540242791176]];64.34203883493947;[['head_cabbage', 'n07714571', 52.74568796157837], ['tench', 'n01440764', 29.77849841117859], ['ear', 'n13133613', 4.004183784127235], ['corn', 'n12144580', 2.5349240750074387], ['groom', 'n10148035', 2.4550965055823326]];45.32493534901334;[['tench', 'n01440764', 42.95492172241211], ['jackfruit', 'n07754684', 26.70990526676178], ['ear', 'n13133613', 9.020126610994339], ['barrow', 'n02797295', 3.020721487700939], ['head_cabbage', 'n07714571', 2.984999679028988]];80.45550296133467;[['tench', 'n01440764', 99.8427152633667], ['barracouta', 'n02514041', 0.04818935121875256], ['reel', 'n04067472', 0.035082848626188934], ['gar', 'n02641379', 0.015963557234499604], ['coho', 'n02536864', 0.011190130317118019]];n01440764;99.96106028556824;n04275548;76.71502232551575;n01440764;40.32633304595947;n07714571;52.74568796157837;n01440764;42.95492172241211;n01440764;99.8427152633667
47;47;47;47;imagenette2/train/n01440764/n01440764_9465.JPEG;[['barracouta', 'n02514041', 54.80231046676636], ['tench', 'n01440764', 39.91270959377289], ['coho', 'n02536864', 2.6814259588718414], ['gar', 'n02641379', 1.5087883919477463], ['sturgeon', 'n02640242', 1.0613699443638325]];0.3483961501165049;[['spider_web', 'n04275548', 63.57422471046448], ['jersey', 'n03595614', 13.061007857322693], ['book_jacket', 'n07248320', 6.301715970039368], ['envelope', 'n03291819', 5.202663689851761], ['sweatshirt', 'n04370456', 3.1500421464443207]];0.025843585869487012;255.0;25.550780766929943;[['envelope', 'n03291819', 47.61359095573425], ['book_jacket', 'n07248320', 20.804128050804138], ['handkerchief', 'n03485794', 4.080726206302643], ['Dungeness_crab', 'n01978287', 2.338811382651329], ['iron', 'n03584829', 2.1471496671438217]];68.4150356474865;[['barracouta', 'n02514041', 72.87788987159729], ['tench', 'n01440764', 25.53228735923767], ['gar', 'n02641379', 0.9749366901814938], ['coho', 'n02536864', 0.2215748419985175], ['sturgeon', 'n02640242', 0.15081570018082857]];25.27043713108959;[['gar', 'n02641379', 60.64134240150452], ['barracouta', 'n02514041', 19.63179111480713], ['sturgeon', 'n02640242', 6.937485933303833], ['coho', 'n02536864', 3.60296331346035], ['hammerhead', 'n01494475', 1.5561520121991634]];95.60226977653149;[['barracouta', 'n02514041', 59.72958207130432], ['tench', 'n01440764', 20.22317498922348], ['gar', 'n02641379', 9.322335571050644], ['coho', 'n02536864', 7.783043384552002], ['sturgeon', 'n02640242', 2.7947144582867622]];n02514041;54.80231046676636;n04275548;63.57422471046448;n03291819;47.61359095573425;n02514041;72.87788987159729;n02641379;60.64134240150452;n02514041;59.72958207130432
48;48;48;48;imagenette2/train/n01440764/n01440764_9463.JPEG;[['tench', 'n01440764', 99.99798536300659], ['barracouta', 'n02514041', 0.0008438966688117944], ['reel', 'n04067472', 0.00039967690099729225], ['coho', 'n02536864', 0.00031265506095223827], ['goldfish', 'n01443537', 9.119048627326265e-05]];0.5323068979169964;[['chainlink_fence', 'n03000134', 51.37677788734436], ['spider_web', 'n04275548', 8.786890655755997], ['chain', 'n02999410', 8.001920580863953], ['lens_cap', 'n03657121', 7.365396618843079], ['window_screen', 'n04589890', 4.54944483935833]];0.131088;255.0;7.995214489925846;[['tench', 'n01440764', 98.651784658432], ['barracouta', 'n02514041', 0.618997123092413], ['coho', 'n02536864', 0.2652177819982171], ['sturgeon', 'n02640242', 0.12262135278433561], ['eel', 'n02526121', 0.08710402180440724]];63.68094667073903;[['tench', 'n01440764', 98.0303943157196], ['barracouta', 'n02514041', 0.3756235120818019], ['sturgeon', 'n02640242', 0.3323006443679333], ['American_alligator', 'n01698640', 0.1446148264221847], ['jean', 'n03594734', 0.10650468757376075]];51.99683909318141;[['tench', 'n01440764', 99.88334774971008], ['eel', 'n02526121', 0.021521677263081074], ['barracouta', 'n02514041', 0.018175777222495526], ['mongoose', 'n02137549', 0.010248708713334054], ['armadillo', 'n02454379', 0.008947450260166079]];77.98031185144409;[['tench', 'n01440764', 99.99632835388184], ['barracouta', 'n02514041', 0.001841009725467302], ['reel', 'n04067472', 0.00040570212149759755], ['coho', 'n02536864', 0.000317416242978652], ['goldfish', 'n01443537', 0.0001690787598818133]];n01440764;99.99798536300659;n03000134;51.37677788734436;n01440764;98.651784658432;n01440764;98.0303943157196;n01440764;99.88334774971008;n01440764;99.99632835388184
49;49;49;49;imagenette2/train/n01440764/n01440764_9456.JPEG;[['tench', 'n01440764', 99.56661462783813], ['barracouta', 'n02514041', 0.41681057773530483], ['coho', 'n02536864', 0.009841073915595189], ['gar', 'n02641379', 0.005206848800298758], ['sturgeon', 'n02640242', 0.0007695954082009848]];0.892144335268995;[['window_screen', 'n04589890', 98.58273267745972], ['bubble', 'n09229709', 0.7303520571440458], ['spider_web', 'n04275548', 0.36457248497754335], ['tennis_ball', 'n04409515', 0.05134203820489347], ['honeycomb', 'n03530642', 0.03693027247209102]];0.057515970673359694;255.0;17.13260406655328;[['tench', 'n01440764', 99.98316764831543], ['barracouta', 'n02514041', 0.014882563846185803], ['coho', 'n02536864', 0.000594976199863595], ['sturgeon', 'n02640242', 0.0003672452749015065], ['eel', 'n02526121', 0.00023182176391856046]];67.63797635268672;[['tench', 'n01440764', 99.78502988815308], ['barracouta', 'n02514041', 0.15971054090186954], ['gar', 'n02641379', 0.02648735244292766], ['coho', 'n02536864', 0.024602198391221464], ['sturgeon', 'n02640242', 0.0020549998225760646]];36.66562672791529;[['tench', 'n01440764', 89.17841911315918], ['barracouta', 'n02514041', 7.36197903752327], ['coho', 'n02536864', 2.5643622502684593], ['gar', 'n02641379', 0.7743160240352154], ['sturgeon', 'n02640242', 0.09322765399701893]];97.23713385426184;[['tench', 'n01440764', 99.75475668907166], ['barracouta', 'n02514041', 0.2309184754267335], ['coho', 'n02536864', 0.009128937381319702], ['gar', 'n02641379', 0.004193186032352969], ['sturgeon', 'n02640242', 0.00042426518120919354]];n01440764;99.56661462783813;n04589890;98.58273267745972;n01440764;99.98316764831543;n01440764;99.78502988815308;n01440764;89.17841911315918;n01440764;99.75475668907166
50;50;50;50;imagenette2/train/n01440764/n01440764_9437.JPEG;[['tench', 'n01440764', 99.95458722114563], ['barracouta', 'n02514041', 0.04393712733872235], ['jackfruit', 'n07754684', 0.0006628773917327635], ['gar', 'n02641379', 0.0002690431756491307], ['coho', 'n02536864', 0.00011058191375923343]];2.0365196224785014;[['spider_web', 'n04275548', 95.38683295249939], ['bubble', 'n09229709', 2.8237855061888695], ['starfish', 'n02317335', 0.2648228080943227], ['tennis_ball', 'n04409515', 0.21201204508543015], ['chainlink_fence', 'n03000134', 0.1879546674899757]];0.05685463425048704;255.0;15.387569120369978;[['tench', 'n01440764', 99.66026544570923], ['barracouta', 'n02514041', 0.3271268215030432], ['eel', 'n02526121', 0.004037154940306209], ['reel', 'n04067472', 0.0015166715456871316], ['jackfruit', 'n07754684', 0.0007191966687969398]];61.53549093178171;[['tench', 'n01440764', 99.99784231185913], ['barracouta', 'n02514041', 0.002091344322252553], ['jackfruit', 'n07754684', 5.21760341598565e-05], ['gar', 'n02641379', 1.1905930108468965e-05], ['bolete', 'n13054560', 1.5689792576267791e-06]];35.894046709290414;[['tench', 'n01440764', 99.99626874923706], ['barracouta', 'n02514041', 0.0022246784283197485], ['jackfruit', 'n07754684', 0.0003867515260935761], ['armadillo', 'n02454379', 0.0003245113475713879], ['eel', 'n02526121', 0.00023594436697749188]];90.2098725938748;[['tench', 'n01440764', 99.99380111694336], ['barracouta', 'n02514041', 0.005919787872699089], ['jackfruit', 'n07754684', 0.0001147761281572457], ['coho', 'n02536864', 4.3720180542550224e-05], ['gar', 'n02641379', 2.395403555510711e-05]];n01440764;99.95458722114563;n04275548;95.38683295249939;n01440764;99.66026544570923;n01440764;99.99784231185913;n01440764;99.99626874923706;n01440764;99.99380111694336
51;51;51;51;imagenette2/train/n01440764/n01440764_9428.JPEG;[['tench', 'n01440764', 99.66272711753845], ['barracouta', 'n02514041', 0.3125361865386367], ['sturgeon', 'n02640242', 0.008938020619098097], ['coho', 'n02536864', 0.005559516284847632], ['gar', 'n02641379', 0.003970351826865226]];1.371377783695945;[['spider_web', 'n04275548', 99.9393105506897], ['padlock', 'n03874599', 0.023226790654007345], ['chainlink_fence', 'n03000134', 0.007059593190206215], ['barn_spider', 'n01773549', 0.006934955308679491], ['garden_spider', 'n01773797', 0.004804601849173196]];0.10854936959909335;255.0;9.121040997310793;[['tench', 'n01440764', 99.72977042198181], ['barracouta', 'n02514041', 0.17247400246560574], ['squirrel_monkey', 'n02494079', 0.029797753086313605], ['eel', 'n02526121', 0.027483532903715968], ['sturgeon', 'n02640242', 0.0096145537099801]];63.9274841441297;[['tench', 'n01440764', 99.18805956840515], ['barracouta', 'n02514041', 0.7520175073295832], ['sturgeon', 'n02640242', 0.008454796625301242], ['gar', 'n02641379', 0.005730827251682058], ['coho', 'n02536864', 0.004100800651940517]];47.97002029663231;[['tench', 'n01440764', 99.42587614059448], ['barracouta', 'n02514041', 0.3916786052286625], ['coho', 'n02536864', 0.07283235318027437], ['sturgeon', 'n02640242', 0.026234026881866157], ['gar', 'n02641379', 0.02213067637057975]];78.05791077868759;[['tench', 'n01440764', 99.81654286384583], ['barracouta', 'n02514041', 0.15837143873795867], ['sturgeon', 'n02640242', 0.006443158054025844], ['gar', 'n02641379', 0.005104039883008227], ['coho', 'n02536864', 0.004468280167202465]];n01440764;99.66272711753845;n04275548;99.9393105506897;n01440764;99.72977042198181;n01440764;99.18805956840515;n01440764;99.42587614059448;n01440764;99.81654286384583
52;52;52;52;imagenette2/train/n01440764/n01440764_9399.JPEG;[['tench', 'n01440764', 99.95859265327454], ['barracouta', 'n02514041', 0.03867953782901168], ['coho', 'n02536864', 0.0008600576620665379], ['gar', 'n02641379', 0.0004622950200428022], ['sturgeon', 'n02640242', 0.0003150074462610064]];2.144006608754619;[['chain', 'n02999410', 48.864319920539856], ['padlock', 'n03874599', 14.095836877822876], ['chainlink_fence', 'n03000134', 9.289152920246124], ['spider_web', 'n04275548', 6.396602839231491], ['fountain', 'n03388043', 6.2060534954071045]];0.09033609992604158;255.0;13.604811466858669;[['macaw', 'n01818515', 46.535724401474], ['tench', 'n01440764', 45.988741517066956], ['lorikeet', 'n01820546', 3.0415043234825134], ['sulphur-crested_cockatoo', 'n01819313', 0.7920949719846249], ['koala', 'n01882714', 0.4601109307259321]];66.44200592726438;[['tench', 'n01440764', 99.98393058776855], ['barracouta', 'n02514041', 0.015272735618054867], ['coho', 'n02536864', 0.0001695389300948591], ['gar', 'n02641379', 0.0001476156626267766], ['reel', 'n04067472', 0.00011101586778750061]];47.9264140690759;[['tench', 'n01440764', 98.92709255218506], ['ruffed_grouse', 'n01797886', 0.251304660923779], ['partridge', 'n01807496', 0.23539564572274685], ['barracouta', 'n02514041', 0.1512393937446177], ['coho', 'n02536864', 0.06990068359300494]];87.97457750184711;[['tench', 'n01440764', 99.97344613075256], ['barracouta', 'n02514041', 0.02518862602300942], ['coho', 'n02536864', 0.000342549924425839], ['gar', 'n02641379', 0.00033344217627018224], ['sturgeon', 'n02640242', 0.0001574410021021322]];n01440764;99.95859265327454;n02999410;48.864319920539856;n01818515;46.535724401474;n01440764;99.98393058776855;n01440764;98.92709255218506;n01440764;99.97344613075256
53;53;53;53;imagenette2/train/n01440764/n01440764_9378.JPEG;[['tench', 'n01440764', 99.98677968978882], ['barracouta', 'n02514041', 0.010344124893890694], ['coho', 'n02536864', 0.0016005222278181463], ['gar', 'n02641379', 0.0008220715244533494], ['sturgeon', 'n02640242', 0.00043749832911998965]];0.865553570551107;[['spider_web', 'n04275548', 21.085333824157715], ['sweatshirt', 'n04370456', 20.452886819839478], ['jersey', 'n03595614', 8.19232314825058], ['lens_cap', 'n03657121', 8.16587284207344], ['laptop', 'n03642806', 6.80416077375412]];0.13;255.0;8.041090918305962;[['tench', 'n01440764', 98.28230738639832], ['platypus', 'n01873310', 0.5088811740279198], ['cleaver', 'n03041632', 0.3669968107715249], ['barracouta', 'n02514041', 0.17502718837931752], ['guillotine', 'n03467068', 0.09818238904699683]];63.82842344443675;[['tench', 'n01440764', 99.85969662666321], ['barracouta', 'n02514041', 0.0982508179731667], ['zucchini', 'n07716358', 0.009156285523204133], ['gar', 'n02641379', 0.0060880276578245685], ['sturgeon', 'n02640242', 0.005508383765118197]];51.89833302784309;[['tench', 'n01440764', 96.45530581474304], ['barracouta', 'n02514041', 1.627856306731701], ['coho', 'n02536864', 1.2321499176323414], ['gar', 'n02641379', 0.46783690340816975], ['sturgeon', 'n02640242', 0.17827468691393733]];78.42587938890618;[['tench', 'n01440764', 99.9915599822998], ['barracouta', 'n02514041', 0.0038789814425399527], ['coho', 'n02536864', 0.002771833896986209], ['sturgeon', 'n02640242', 0.0013393872904998716], ['gar', 'n02641379', 0.000408057485401514]];n01440764;99.98677968978882;n04275548;21.085333824157715;n01440764;98.28230738639832;n01440764;99.85969662666321;n01440764;96.45530581474304;n01440764;99.9915599822998
